Title,location,Posting_date,DESCRIPTION,BASIC QUALIFICATIONS,PREFERRED QUALIFICATIONS
Software Development Engineer,"US, WA, Seattle ","December 25, 2017","Amazon Web Services (AWS) is growing the largest global cloud infrastructure in the world. The AWS Hardware Engineering group provides our customers high performance and robust server platforms worldwide. We have high standards for our cloud systems as well as our employees: our systems are highly reliable, highly available, and turn scale into an advantage for our business and an asset to our customers; our employees are super smart, driven to serve customers, and fun to work with.The team is developing the software that ensures every server in the AWS fleet is built, configured and performing according to its design and specification. Our software systems detect and identify hardware quality defects at all points in the server lifecycle and use automation to eliminate or minimize impact to AWS service owners.We are looking for experienced technical experts to help deliver industry leading next generation services architected for the cloud. You will be part of the team that architects, designs, and implements highly scalable distributed systems that provide availability, reliability and performance guarantees. This is a hands on position where you will be asked to do everything from building rock-solid components to mentoring other engineers. You need to not only be a top software developer with a good track record of delivering, but also excel in communication, leadership and customer focus. This is a unique and rare opportunity to get in on the ground floor within a fast growing business and help shape the technology, product and the business. A successful candidate will bring deep technical and software expertise and ability to work within a fast moving, startup environment in a large company to deliver solid code that has a broad business impact.AWS provides companies of all sizes with an infrastructure web services platform in the cloud. With AWS, you can requisition compute power, storage, and other services, gaining access to a suite of elastic IT infrastructure services as your business demands them. AWS is the leading platform for designing and developing applications for the cloud, has over 400,000 third party developers writing applications for the platform and is currently used by leading companies like New York Times, Netflix and NASA/JPL. See details at http://aws.amazon.com.","· BA/BS in Computer Science or related discipline, or equivalent work experience.· · 3+ years of experience developing software in at least one of: Python, Ruby, Perl, and/or Java· ","· Strong fundamentals in problem solving, algorithm design and complexity analysis· Excellent leadership, verbal and written communication skills.· Ability to work well with peers across multiple disciplines and job duties· 6+ years of experience developing software in at least one of: Python, Ruby, Perl, and/or Java· · Experience with distributed systems architecture and related technologies.· · Experience with large scale systems.· · Experience using AWS services· · Experience with on-call operations"
Software Development Engineer,"US, WA, Seattle ","December 25, 2017","Amazon Web Services (AWS) is growing the largest global cloud infrastructure in the world. The AWS Hardware Engineering group provides our customers high performance and robust server platforms worldwide. We have high standards for our cloud systems as well as our employees: our systems are highly reliable, highly available, and turn scale into an advantage for our business and an asset to our customers; our employees are super smart, driven to serve customers, and fun to work with.The team is developing the software that ensures every server in the AWS fleet is built, configured and performing according to its design and specification. Our software systems detect and identify hardware quality defects at all points in the server lifecycle and use automation to eliminate or minimize impact to AWS service owners.This is a hands on position where you will be asked to do everything from building rock-solid components to mentoring other engineers. You need to not only be a top software developer with a good track record of delivering, but also excel in communication, leadership and customer focus. This is a unique and rare opportunity to get in on the ground floor within a fast growing business and help shape the technology, product and the business. A successful candidate will bring deep technical and software expertise and ability to work within a fast moving, startup environment in a large company to deliver solid code that has a broad business impact.A large part of the job will be managing and developing test plans and strategies across numerous hardware platforms and architectures. Youll develop and automate hardware tests for servers and systems using scripting while ensuring required specifications are met including analyzing and recording data. Youll also participate in testing long term reliability of storage, servers and components.AWS provides companies of all sizes with an infrastructure web services platform in the cloud. With AWS, you can requisition compute power, storage, and other services, gaining access to a suite of elastic IT infrastructure services as your business demands them. AWS is the leading platform for designing and developing applications for the cloud, has over 400,000 third party developers writing applications for the platform and is currently used by leading companies like New York Times, Netflix and NASA/JPL. See details at http://aws.amazon.com.","· BA/BS in Computer Science or related discipline, or equivalent work experience.· · 3+ years of experience developing software in at least one of: Python, Ruby, Perl, and/or Java· ","· Strong fundamentals in problem solving, algorithm design and complexity analysis· Excellent leadership, verbal and written communication skills.· Ability to work well with peers across multiple disciplines and job duties· 6+ years of experience developing software in at least one of: Python, Ruby, Perl, and/or Java· · Experience with distributed systems architecture and related technologies.· · Experience with large scale systems.· · Experience using AWS services· · Experience with on-call operations"
Software Development Engineer ,"US, WA, Seattle ","December 24, 2017","Would you like to experience what it would have felt like to join Amazon in 1995? The International Expansion team is responsible for launching Amazon marketplaces in new regions and our team gets to experience the feeling of launching businesses from the ground up and making our products work for the customers in the new regions.The International Expansion team is building a team to define, design and develop a solution for a new business initiative that will directly impact Amazons topline growth. Our Development team will play a pivotal role in this program, with the mission to build a comprehensive solution for the new business initiative. This is a rare opportunity to be part of a team that will be responsible for building a successful, sustainable and strategic business for Amazon, from the ground up!As a Developer on the team you will be instrumental in designing and building low latency solutions that work gracefully on a wide spectrum of network bandwidths and provide the best mobile shopping experience for our customers. The solution you will build will accelerate global innovation and impact all aspects of the buyers experience on Amazon. You will be responsible to set up and hold a high software quality bar besides providing technical direction to a highly technical team of Software Engineers.RESPONSIBILITES:· Design, implementation, and deployment of applications that impact the business with an emphasis on Payments, Customer Account Management, Merchant platform and e-Commerce website development.· Expert knowledge in performance, scalability, enterprise system architecture, and engineering best practices.· Functionally decompose complex problems into simple, straight-forward solutions· Work extensively with cross-functional teams across Amazon’s website, ecommerce and fulfillment platform on the design and development of core platform functionality.· Work with the business team and project managers to convert functional requirements into detailed technical specifications.· Work with engineers both onsite and offsite to define technical tasks and build detailed implementation plans.· Participate in and provide design inputs towards the Platform initiative for streamlining international expansions.· The ideal candidate will be a leader, builder and operator.· He/she should be able to operate in a very fast paced environment where time to hit market is super critical. They would need to also balance technical leadership with savvy business judgment to make the right decisions about technology choices.","· A Bachelor’s degree in Computer Science or equivalent combination of technical education and work experience.· 5+ years of Software Development experience.· Strong, object-oriented design and coding skills (C/C++ and/or Java/C# on a UNIX or Linux/Windows platform).· Solid software development background including design patterns, data structures, test driven development.· Solid experience with distributed (multi-tiered) systems, algorithms, and relational databases.· Software development experience in JSP, Spring, AWS, S3, SQS, building web services and highly scalable applications or equivalent.· Proficiency using modern web development technologies and techniques, including JavaScript, AJAX, HTML5, CSS, Responsive Design, web services, etc.· Strong analytical skills, with excellent problem-solving abilities.· Strong customer focus, ownership, urgency and drive.· Excellent verbal and written communication skills.","· Master’s degree in Computer Science, Computer Engineering or related technical discipline.· Hands-on expertise in many disparate technologies, typically ranging from front-end user interfaces such as HTML5, JavaScript through to mobile app development (Android, iOS, etc.).· Previous experience in designing low latency mobile sites and applications.· Experience in e-commerce and Deep hands-on technical expertise.· Ability to handle multiple competing priorities in a fast-paced environment.· A deep understanding of software development in a team, and a track record of shipping software on time.· Exceptional customer relationship skills including the ability to discover the true requirements underlying feature requests, recommend alternative technical and business approaches.Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation"
Software Development Engineer II - Alexa Deep Product Knowledge ,"US, CA, Palo Alto ","December 23, 2017","Our vision is that Alexa will be the worlds most knowledgeable product expert who knows you, in a store that sells everything. All those moments when we need or want to know more about the products we use every day, will have instant satisfaction of an answer: just ask Alexa. We are building a digital product expert that is always available, with super-human knowledge of every product ever made.We are seeking a Software Development Engineer to build our Product Information Engine. You and your team will build the platform to ingest data from Amazons vast and varied stores of product information, understand unstructured and semi-structured data, index them, and serve back answers to users questions in real time. The platform you build will improve the experience for millions of customers at the end of every sprint, learning from new data, user behavior, and better models.In this role, you will design, develop, test, and deploy massively scalable services, while at the same time redefining customers expectations for what an intelligent assistant can answer. You will investigate design tradeoffs, prototype and test different approaches, lead the development of new features, launch and operate new services. You will ship a better customer experience every sprint. Come and help us build the future!","BASIC QUALIFICATIONS3+ years of experience in software developmentExperience in object-oriented design and coding in Java, C++, or related technologiesExperience developing cloud software services and designing for scalability, performance and reliabilityA Bachelor’s Degree in Computer Science or equivalent","PREFERRED QUALIFICATIONSA Masters Degree in Computer Science, Computer Engineering or Electrical EngineeringExperience designing, building, launching, and operating internet-scale services for consumersExperience with machine learning, language understanding, and information retrieval systems"
Software Development Engineer II - Alexa Deep Product Knowledge ,"US, CA, Palo Alto ","December 23, 2017","Our vision is that Alexa will be the worlds most knowledgeable product expert who knows you, in a store that sells everything. All those moments when we need or want to know more about the products we use every day, will have instant satisfaction of an answer: just ask Alexa. We are building a digital product expert that is always available, with super-human knowledge of every product ever made.We are seeking a Software Development Engineer to build our Product Information Engine. You and your team will build the platform to ingest data from Amazons vast and varied stores of product information, understand unstructured and semi-structured data, index them, and serve back answers to users questions in real time. The platform you build will improve the experience for millions of customers at the end of every sprint, learning from new data, user behavior, and better models.In this role, you will design, develop, test, and deploy massively scalable services, while at the same time redefining customers expectations for what an intelligent assistant can answer. You will investigate design tradeoffs, prototype and test different approaches, lead the development of new features, launch and operate new services. You will ship a better customer experience every sprint. Come and help us build the future!","BASIC QUALIFICATIONS3+ years of experience in software developmentExperience in object-oriented design and coding in Java, C++, or related technologiesExperience developing cloud software services and designing for scalability, performance and reliabilityA Bachelor’s Degree in Computer Science or equivalent","PREFERRED QUALIFICATIONSA Masters Degree in Computer Science, Computer Engineering or Electrical EngineeringExperience designing, building, launching, and operating internet-scale services for consumersExperience with machine learning, language understanding, and information retrieval systems"
Software Development Engineer II - Alexa Deep Product Knowledge ,"US, WA, Seattle ","December 23, 2017","Our vision is that Alexa will be the worlds most knowledgeable product expert who knows you, in a store that sells everything. All those moments when we need or want to know more about the products we use every day, will have instant satisfaction of an answer: just ask Alexa. We are building a digital product expert that is always available, with super-human knowledge of every product ever made.We are seeking a Software Development Engineer to build our Product Information Engine. You and your team will build the platform to ingest data from Amazons vast and varied stores of product information, understand unstructured and semi-structured data, index them, and serve back answers to users questions in real time. The platform you build will improve the experience for millions of customers at the end of every sprint, learning from new data, user behavior, and better models.In this role, you will design, develop, test, and deploy massively scalable services, while at the same time redefining customers expectations for what an intelligent assistant can answer. You will investigate design tradeoffs, prototype and test different approaches, lead the development of new features, launch and operate new services. You will ship a better customer experience every sprint. Come and help us build the future!","BASIC QUALIFICATIONS3+ years of experience in software developmentExperience in object-oriented design and coding in Java, C++, or related technologiesExperience developing cloud software services and designing for scalability, performance and reliabilityA Bachelor’s Degree in Computer Science or equivalent","PREFERRED QUALIFICATIONSA Masters Degree in Computer Science, Computer Engineering or Electrical EngineeringExperience designing, building, launching, and operating internet-scale services for consumersExperience with machine learning, language understanding, and information retrieval systems"
Senior Software Development Engineer - Alexa -  Product Knowledge ,"US, CA, Palo Alto ","December 23, 2017","Our vision is that Alexa will be the worlds most knowledgeable product expert who knows you, in a store that sells everything. All those moments when we need or want to know more about the products we use every day, will have instant satisfaction of an answer: just ask Alexa. We are building a digital product expert that is always available, with super-human knowledge of every product ever made.We are seeking a Sr. Software Development Engineer to build our Product Information Engine. You and your team will build the platform to ingest data from Amazons vast and varied stores of product information, understand unstructured and semi-structured data, index them, and serve back answers to users questions in real time. You will work on new techniques and technologies to capture voice-friendly data that will be presented to users with voice-first supported devices.You will ship new customer-facing improvements every sprint, reaching MM of Amazon customers that are excited to learn more about products with Alexa. The platform you build will get better over time, learning from new data, user behavior, and better models to provide more helpful answers to an ever-growing number of product questions.In this role, you will design, develop, test, and deploy massively scalable services, while at the same time redefining customers expectations for what an intelligent assistant can answer. As a key leader respected for your technical judgement, you will influence design, define features, drive operational excellence, and spearhead the best practices, enabling the whole organization to ship high quality services to millions of customers every sprint. Come and help us build the future!","BASIC QUALIFICATIONS· 8+ years of experience in software development· Experience in object-oriented design and coding in Java, C++, or related technologies· Experience developing cloud software services and an understanding of designing for scalability, performance and reliability· A Bachelor’s Degree in Computer Science or equivalent","· A Masters Degree in Computer Science, Computer Engineering or Electrical Engineering· Experience with machine learning, language understanding, and information retrieval systems· Demonstrated ability to mentor other software developers to maintain architectural vision and software quality· Excellent written and verbal communication skills with the ability to present complex technical information and negotiate tradeoffs with a variety of audiences"
Senior Software Development Engineer - Alexa -  Product Knowledge ,"US, CA, Palo Alto ","December 23, 2017","Our vision is that Alexa will be the worlds most knowledgeable product expert who knows you, in a store that sells everything. All those moments when we need or want to know more about the products we use every day, will have instant satisfaction of an answer: just ask Alexa. We are building a digital product expert that is always available, with super-human knowledge of every product ever made.We are seeking a Sr. Software Development Engineer to build our Product Information Engine. You and your team will build the platform to ingest data from Amazons vast and varied stores of product information, understand unstructured and semi-structured data, index them, and serve back answers to users questions in real time. You will work on new techniques and technologies to capture voice-friendly data that will be presented to users with voice-first supported devices.You will ship new customer-facing improvements every sprint, reaching MM of Amazon customers that are excited to learn more about products with Alexa. The platform you build will get better over time, learning from new data, user behavior, and better models to provide more helpful answers to an ever-growing number of product questions.In this role, you will design, develop, test, and deploy massively scalable services, while at the same time redefining customers expectations for what an intelligent assistant can answer. As a key leader respected for your technical judgement, you will influence design, define features, drive operational excellence, and spearhead the best practices, enabling the whole organization to ship high quality services to millions of customers every sprint. Come and help us build the future!","BASIC QUALIFICATIONS· 8+ years of experience in software development· Experience in object-oriented design and coding in Java, C++, or related technologies· Experience developing cloud software services and an understanding of designing for scalability, performance and reliability· A Bachelor’s Degree in Computer Science or equivalent","· A Masters Degree in Computer Science, Computer Engineering or Electrical Engineering· Experience with machine learning, language understanding, and information retrieval systems· Demonstrated ability to mentor other software developers to maintain architectural vision and software quality· Excellent written and verbal communication skills with the ability to present complex technical information and negotiate tradeoffs with a variety of audiences"
Development Manager - Alexa - Product Knowledge,"US, CA, Palo Alto ","December 23, 2017","Our vision is that Alexa will be the worlds most knowledgeable product expert who knows you, in a store that sells everything. All those moments when we need or want to know more about the products we use every day, will have instant satisfaction of an answer: just ask Alexa. We are building a digital product expert that is always available, with super-human knowledge of every product ever made.We are seeking a Software Development Manager to build and lead a team of engineers in our Palo Alto site that will own the Product Answer Engine. Your team will build the platform to ingest data from Amazons vast and varied stores of product information, understand unstructured and semi-structured data, index them, and serve back answers to users questions in real time. You will ship new customer-facing improvements every sprint. The platform you build will get better over time, learning from new data, user behavior, and better models to provide more helpful answers to an ever-growing number of questions.In this role, you will lead a team to design, develop, test, and deploy massively scalable services, while at the same time redefining customers expectations for what an intelligent assistant can answer. You will hire and develop a world-class team of engineers, with a deep understanding of agile software development methodologies, and a strong foundation in machine learning. You will work closely with product owners, engineering leaders, and leadership across the company with excellent communication skills.","· 3+ years of experience managing software engineering teams· 6+ years of software development experience in object-oriented design and coding in Java, C++, or related technologies· Proven track record of releasing customer facing features on massive-scale services· A Bachelor’s Degree in Computer Science or equivalent","· A Masters Degree in Computer Science, Computer Engineering or Electrical Engineering· Background in distributed systems and machine learning· Experience with speech and language understanding systems· Excellent written and verbal communication skills with the ability to present complex technical information and negotiate tradeoffs with a variety of audiences"
Software Development Engineer,"US, WA, Seattle ","December 22, 2017","Would you like to be a part of a technology team that enables one of the most profitable businesses at Amazon.com?The Amazon Payments Products team is responsible for developing the platform and applications used to introduce new and innovative payment methods to customers as well as support Amazon’s global CoBrand and Private label credit cards along with the world’s largest rewards catalog, Shop with Points. This team helps Amazon expand globally by providing platform for FX (Foreign Exchange) and enabling payments in multiple currencies. The technology we build and operate varies widely, ranging from large scale Distributed Engineering incorporating the latest from Machine Learning in the Big Data space to customer and mobile friendly User Experiences. We are an agile team, moving quickly in collaboration with our business to bring new features to millions of Amazon customers while having fun and filing new inventions along the way. If you can think big and want to join a fast moving team breaking new ground at Amazon we would like to speak with you!","· BS in computer science or equivalent work experience· 2+ years of software development experience· Possess deep knowledge of computer science fundamentals such as object oriented design, data structures, algorithm design, problem solving, and complexity analysis.· Demonstrated the ability to take a project from scoping requirements through to actual launch of project· Demonstrated the ability to develop business-critical software using modern programming language such as C, C++, C# or Java","· MS or PhD is computer science or equivalent preferred· Experience building complex software systems that have been successfully delivered to customers· Experience with system architecture/design, distributed systems operating in a scalable /high volume environment· Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations· Strong written/spoken communication skillsAmazon is an Equal Opportunity - Affirmative Action Employer - Minority/Female/Disability/Vet"
Software Development Engineer,"US, WA, Seattle ","December 22, 2017","Would you like to be a part of a technology team that enables one of the most profitable businesses at Amazon.com?The Amazon Payments Products team is responsible for developing the platform and applications used to introduce new and innovative payment methods to customers as well as support Amazon’s global CoBrand and Private label credit cards along with the world’s largest rewards catalog, Shop with Points. This team helps Amazon expand globally by providing platform for FX (Foreign Exchange) and enabling payments in multiple currencies. The technology we build and operate varies widely, ranging from large scale Distributed Engineering incorporating the latest from Machine Learning in the Big Data space to customer and mobile friendly User Experiences. We are an agile team, moving quickly in collaboration with our business to bring new features to millions of Amazon customers while having fun and filing new inventions along the way. If you can think big and want to join a fast moving team breaking new ground at Amazon we would like to speak with you!","· BS in computer science or equivalent work experience· 2+ years of software development experience· Possess deep knowledge of computer science fundamentals such as object oriented design, data structures, algorithm design, problem solving, and complexity analysis.· Demonstrated the ability to take a project from scoping requirements through to actual launch of project· Demonstrated the ability to develop business-critical software using modern programming language such as C, C++, C# or Java","· MS or PhD is computer science or equivalent preferred· Experience building complex software systems that have been successfully delivered to customers· Experience with system architecture/design, distributed systems operating in a scalable /high volume environment· Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations· Strong written/spoken communication skillsAmazon is an Equal Opportunity - Affirmative Action Employer - Minority/Female/Disability/Vet"
Software Development Manager,"AU, NSW, Sydney ","December 22, 2017","We are are looking for a single-threaded engineering manager to lead the video transcoding and services team for a new ad product. You will build the team from the ground up in Sydney, Australia and own the web services and operations for the distributed systems that deliver world-class video services. We need a highly collaborative team player, but also one-person wrecking crew, we expect you to get a lot done working independently with your team with very little resources and lots of ambiguity.Here are some reasons you should come work with us:· As a leader of a team in a growing region, you an have a large impact· You will handle the complete product and software development lifecycle with your team: defining, prioritizing, designing, building, and testing new features· You will understand what it takes to grow and operate a business at Amazon scale· A successful candidate will be a hands-on manager with strong technical ability, great communication skills, and a motivation to achieve results in a dynamic fast paced environmentYour day-to-day responsibilities:· Build a highly available, low-latency, and adaptable video management, transcoding, and delivery web service with hardened APIs· Build a best-in-class engineering team that delivers excellent results through rapid iterations· Design and develop state-of-the-art approaches to solving complex and ambiguous problems· Cultivate engineering and operational excellence through metrics and continuous learning· Establish charter, tenets, and technical vision for the team· Hire, mentor and grow others to take on increasingly higher responsibilities","· 5+ years of video advertising experience managing and running video platforms, transcoding and delivery services· 5+ years of experience hiring and managing software engineering teams in Australia· 5+ years of managing highly available, distributed web services on AWS or other sophisticated mainstream cloud technologies· 10+ years of software development experience in object-oriented design and coding in Java or C++ or related technologies· Strong design, architecture, and problem solving skills· A Bachelor’s Degree in Computer Science or equivalent","· A history of product management in a startup environment· Experience with customer development and validating products through customer feedback· A deep understanding of software development in a team, and a proven track record of shipping software quickly then iterating on the experience"
Software Development Manager,"US, CA, East Palo Alto ","December 21, 2017","In this role you will be leading a new AWS engineering team focused on a platform for engaging developers and enterprises in Deep Learning using AWS technologies. You’ll own the design, development, and testing of a platform that is deeply integrated with AWS AI services, covering a wide gamut of technologies from web services to machine learning.You will draw from a deep and broad technical expertise to mentor engineers, complete hands-on technical work and provide leadership on complex technical issues. You will be responsible for delivering some of our most strategic technical projects, deliver large scalable systems, design new software systems, and have a significant bottom-line impact on our business and competitive position.Software Engineers at Amazon do so much more than just software development. Well be looking at you to help:· Decide what features to build.· Drive software engineering best practices.· Design distributed and scalable systems.· Test and document the software you develop.This position within the Machine Learning team presents a unique opportunity to get in on the ground floor within a fast growing business and help shape the technology, product and the business. A successful candidate will bring deep technical and software expertise, strong business acumen and judgment, an ability to define visionary, ground breaking products, desire to have an industry wide impact and ability to work within a fast moving, startup environment in a large company to rapidly deliver services that have a broad business impact.","· BS or in Computer Science, Applied Math or related Engineering fields with 5+ years of relevant work experience.· Computer Science fundamentals in object-oriented design, data structures, high-performance computing (HPC).· Computer Science fundamentals in algorithm design, complexity analysis, problem solving and diagnosis.· Proficiency in, at least, one modern programming language such as Java, C++ and Python.· Can translate user inputs to software requirements and design specifications and effectively communicate with team members.· Familiar with the latest technologies in web front end development",· Masters or PhD in Computer Science or related Engineering fields· 10+ years of relevant software development and engineering management experience· Experience in launching v1 software products· Experience with Machine Learning a plus
Software Development Engineer,"UK, Cambridge ","December 21, 2017","You: “Alexa, I’m looking for a job where I can build products straight out of science fiction.”Alexa: “I have found matching jobs for you in the Alexa Knowledge team in Cambridge, UK. What role are you looking for?”You: “I’d like to work on making you even smarter than you are today.”Alexa: “Wonderful. There are multiple roles in Cambridge where you can do that, here are the details … ”Our focus in the Alexa Knowledge team combines natural language understanding, acquiring large volumes of structured knowledge, and building autonomous machine reasoning to allow our customers to get answers to their questions in the most natural way possible. We’re part of a huge research and engineering effort on the Amazon Alexa team.We’ve solved many complex problems to get to where we are today, but there are still plenty of challenges ahead of us, and Alexa is getting smarter every day. The problems we solve in the Alexa Knowledge team in Cambridge help Alexa get smarter by understanding the different ways people talk, by learning more and more facts about the world, by improving her common sense reasoning and by responding in the most natural way possible in multiple languages.We set out to build Alexa at Amazon because we believe that voice will fundamentally improve the way people will interact with technology, and we wanted to create a computer in the cloud that could be controlled entirely by your voice.Alexa is part of a huge engineering effort at Amazon, where we deliver genuinely complex and cutting edge technology at truly global scale; there are tens of millions of Alexa devices out there. We have solved so many different problems to get to where we are today – your role is to own these problems, think big and answer them.As a Software Development Engineer at Alexa you will be part of a team of engineers in the design, development, test and deployment of services. We have opportunities for you to work in areas such as machine learning, big data, distributed/scalable systems, server side applications, customer intelligence, and many more. You will play an integral part in Alexa as we grow at a phenomenal rate.Your responsibilities will include:· Delivering high quality code on time as part of a cross-functional team.· Contributing to team discussions around system component design, improvement and integration.· Designing and developing high performance, test-driven code.· Working with and maintaining a large existing code base as well as new components; maintaining production code and contributing to deployment and QA processes.","You demonstrate a breadth and depth of knowledge in the following disciplines:· Strong object-oriented design and coding skills in Java or C++· You solve problems at their root, stepping back to understand the broader context.· You develop pragmatic solutions. You build flexible systems without over-engineering and choose simple, straightforward solutions over more complex ones.· You understand a broad range of data models and know how, when and when not to use them.","· Experience of Java or C++· Excellent design skills with a proven ability to find simple solutions to complex problems.· Experience of working with complex information at large scale.· Comfortable collaborating with teams with very different technical skills, and non-technical teams.· Taking a proactive approach to repeatable tasks, looking for ways to replace them with self-service tools and/or automation."
Sr. Software Development Engineer,"US, CA, East Palo Alto ","December 21, 2017","In this role you will be a key technical member of a new AWS engineering team focused on a platform for engaging developers and enterprises in Deep Learning using AWS technologies. You’ll own the design, development, and testing of a platform that is deeply integrated with AWS AI services, covering a wide gamut of technologies from web services to machine learning.You will draw from a deep and broad technical expertise to mentor engineers, complete hands-on technical work and provide leadership on complex technical issues. You will be responsible for delivering some of our most strategic technical projects, deliver large scalable systems, design new software systems, and have a significant bottom-line impact on our business and competitive position.Software Engineers at Amazon do so much more than just software development. Well be looking at you to help:· Decide what features to build.· Drive software engineering best practices.· Design distributed and scalable systems.· Test and document the software you develop.This position within the Machine Learning team presents a unique opportunity to get in on the ground floor within a fast growing business and help shape the technology, product and the business. A successful candidate will bring deep technical and software expertise, strong business acumen and judgment, an ability to define visionary, ground breaking products, desire to have an industry wide impact and ability to work within a fast moving, startup environment in a large company to rapidly deliver services that have a broad business impact.","· BS or in Computer Science, Applied Math or related Engineering fields with 5+ years of relevant work experience.· Computer Science fundamentals in object-oriented design, data structures, high-performance computing (HPC).· Computer Science fundamentals in algorithm design, complexity analysis, problem solving and diagnosis.· Proficiency in, at least, one modern programming language such as Java, C++ and Python.· Can translate user inputs to software requirements and design specifications and effectively communicate with team members.· Familiar with the latest technologies in web front end development",· Masters or PhD in Computer Science or related Engineering fields· 10+ years of relevant software development and engineering management experience· Experience in launching v1 software products· Experience with Machine Learning a plus
Software Engineer - Multimedia,"US, TX, Austin ","December 21, 2017","Amazon Lab126 is an inventive research and development company that designs and engineers high-profile consumer electronics. Lab126 began in 2004 as a subsidiary of Amazon.com, Inc., originally creating the best-selling Kindle family of products. Since then, we have produced groundbreaking devices like Fire tablets, Fire TV and Amazon Echo.What will you help us create?The Role:Using a combination of open source and proprietary technologies, we build cutting-edge devices for media consumption, whether mobile or in the home. As a strong customer advocate, you will help own media technologies and quality end to end (E2E). You will work with internal and external partners to deliver the best in class devices, and will research new technologies, develop new tools and help define processes to build the media stack of next generation devices.We are looking for a talented, detail-oriented and enthusiastic Software Development Engineer who is passionate about quality and is enthusiastic about new digital products. The person chosen for this position will have the opportunity to contribute their creative ideas and energy to our group. Duties include research, design, implementation, documentation, and maintenance of new and existing systems and the creation of software services and tools to drive the software development process towards higher quality. As a Software Engineer, you will take part in the implementation and customization of software, working closely with application teams to delivering the media core engine. You will be working on cutting edge technologies in the market today. The development will be from the concept stage to the launch stage and ensuring the highest level of quality for your deliverables.You will have an enormous opportunity to make a large impact on the design, architecture, and implementation of cutting edge products used every day, by people you know. In this role, you will:· Be responsible for system architecture and development for new multimedia initiatives and feature development· Investigate, prototype and deliver new and innovative system solutions· Establish architectural principles, select design patterns and then mentor team members on their appropriate applications","· Bachelor’s degree in Computer Science, Computer Engineering or related field, or 4+ years relevant work experience· 3+ years of professional experience in software development building production software systems· 3+ years of experience in Computer Science fundamentals in object-oriented design, data structures, algorithm design, problem solving, and complexity analysis· 3+ years of experience in C, C++","· Masters degree in Computer Science· Experience architecting embedded media consumption features and integrating media functionality into consumer electronics devices· Experience taking a leading role in building complex software systems that have been successfully delivered· Ability to take a project from scoping requirements through actual launch of the project· Experience interfacing with vendors, partners and outside contacts· Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations· Demonstrated ability to mentor other software developers to maintain architectural vision and software quality· Excellence in technical communication with peers and non-technical cohortsLab126 is part of the Amazon.com, Inc. group of companies and is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation"
Software Development Manager - Customer Experience,"US, WA, Bellevue ","December 21, 2017","Are you interested in owning the customer experience for a brand new product being developed by AWS? Do you want to build a team of frontend experts, including software engineers, web engineers, UX designers, design technologists, and user researchers? Do you want to define, build, and own the “single pane of glass” for our product, as well as application services that will be exposed to 1st and 3rd party integrators? Do you want to have direct and immediate impact on millions of customers who use AWS every day?The Directed Work team is responsible for building the systems that automate and orchestrate the physical work processes that occur inside all of AWS’ global datacenters. AWS’ talented team of datacenter engineers depend on our software to perform their work safely, securely, efficiently, and free of defects, resultant in finished products being ready for AWS customer-facing utilization. Our team is responsible for billions of dollars in capital and the ultimate success of our core cloud infrastructure business.You will own the customer experience and application services for the Directed Work product. Your team will build and optimize user interfaces and services that AWS customers will use to configure and interact with our new product. You will work with internal teams to ship and iterate on new features ahead of external launch. Your team will use modern web technologies like React, Typescript, Angular, and LESS to build highly interactive user interfaces which reduce the complexity of building brand new product experiences. You will define and build an application services API layer, used by your own team - as well as by our customers - to access common dependencies such as security, metrics, and localization.This is a hands-on position where you will be leading and mentoring a team of our best engineers and UXers. You need to not only be a top manager with a good track record of delivering, but also excel in communication, leadership and customer focus. This is a unique and rare opportunity to get in on the ground floor and help shape a brand new AWS product. A successful candidate will bring broad technical and deep software expertise and an ability to lead a team in a fast moving, startup environment in a large company to own and operate systems with an immense business impact. Apply today!Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.","- 5+ years industry experience running mission-critical programs- 5+ years industry experience managing software development organizations- 3+ years industry experience managing remote/distributed development teams- Ability to travel up to 25% of the time- Experience developing with Java, C/C++, or similar- Experience with Unix/Linux development environments- Experience with distributed system performance analysis and optimization- Strong focus on operational excellence- Strong project management skills- Excellent oral and written communication skills- Track record for being detail-oriented with a demonstrated ability to self-motivate and follow-through on projects- Relentlessly high standards (never satisfied with the status quo)- Able to dive deep, never out of touch with the details of the business- Proven track record of building and managing high performing engineering teams, with emphasis on building. Growth is key!- Bachelor’s degree, preferably in computer science or a similar degree, or commensurate industry experience","- Experience building systems in the ERP and/or SCM domain- Experience with operations in a data center or network operations environment- Master’s degree. MBA preferred.- Experience developing web and mobile applications- Experience with front-end web development technologies, including JavaScript, CSS, HTML- Experience collaborating with UI/UX teams- Experience with Agile methodologies- Internet and operating system security fundamentals"
