credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,purpose
1,0,154,11,24,732,2354,12811,48,0,0,0,1,debt_consolidation
1,0,256,11,19,662,1602,10748,90,0,0,0,0,debt_consolidation
1,0,255,11,16,662,4440,13779,59,1,0,0,0,debt_consolidation
1,0,173,11,10,727,5190,2410,4,1,1,0,0,home_improvement
1,0,209,10,24,662,2340,6668,41,1,0,0,0,educational
1,0,254,12,6,662,10080,23611,33,0,2,0,0,all_other
1,0,189,11,18,722,3870,2930,11,2,0,1,1,all_other
1,0,167,11,7,692,3390,11817,94,2,0,0,0,credit_card
1,0,213,11,12,692,2430,6565,27,1,1,0,0,debt_consolidation
1,0,164,11,15,682,2940,10944,38,3,0,0,0,debt_consolidation
1,0,118,11,2,697,2310,15807,20,0,0,0,0,all_other
1,0,99,10,2,732,5550,814,4,0,0,0,0,debt_consolidation
1,0,183,11,17,697,3660,8366,62,2,0,0,0,credit_card
1,0,58,10,5,672,2130,6487,54,3,0,0,0,all_other
1,0,231,11,14,672,2910,15885,47,1,1,0,0,credit_card
1,0,128,10,11,722,1710,6291,24,0,0,0,0,debt_consolidation
1,0,242,11,16,717,2820,16471,38,1,0,0,0,debt_consolidation
1,0,219,11,5,762,3870,0,0,1,0,0,0,all_other
1,0,110,11,10,752,7170,11077,56,0,0,0,0,all_other
1,0,255,11,22,672,3870,17590,86,1,0,0,1,credit_card
1,0,162,11,12,692,1770,4520,47,1,0,0,0,credit_card
1,0,247,10,14,687,1200,8359,64,2,0,0,0,debt_consolidation
1,0,153,10,19,712,1860,8775,34,1,0,0,0,debt_consolidation
1,0,231,11,21,702,2340,8507,57,0,1,0,0,all_other
1,0,109,10,2,752,1800,1223,11,0,0,0,0,educational
1,0,157,11,11,767,7440,15862,54,0,0,0,0,credit_card
1,0,166,11,18,692,3480,39307,86,0,0,0,0,debt_consolidation
1,0,132,10,8,677,2220,4255,31,3,0,0,0,credit_card
1,0,36,10,7,782,4861,3914,16,0,0,0,0,debt_consolidation
1,0,150,11,5,747,13260,398,1,3,2,0,1,home_improvement
1,0,162,11,16,722,7920,967,6,1,0,0,0,credit_card
1,0,251,10,18,672,5613,12893,77,0,1,0,0,debt_consolidation
1,0,135,11,6,697,6900,17243,43,1,0,0,1,all_other
1,0,163,13,2,672,2190,6459,24,1,0,0,0,home_improvement
1,0,151,11,11,742,6330,29129,48,6,0,0,0,credit_card
1,0,129,11,21,742,8760,1620,17,0,0,0,0,debt_consolidation
1,0,336,11,21,712,1800,3353,54,0,0,0,0,all_other
1,0,51,11,18,732,5070,24249,55,1,0,0,0,home_improvement
1,0,195,11,18,707,1410,3718,20,2,0,0,0,debt_consolidation
1,0,168,11,16,667,2730,14244,86,2,0,0,0,debt_consolidation
1,0,251,11,21,677,6977,57633,64,0,1,0,0,debt_consolidation
1,0,129,10,17,717,1110,2489,32,0,0,0,0,credit_card
1,0,169,11,13,662,5610,9816,65,0,1,0,0,debt_consolidation
1,0,139,11,9,672,4560,20487,94,0,0,0,0,debt_consolidation
1,0,258,12,22,662,4950,44098,92,2,0,0,0,credit_card
1,0,133,10,24,712,1440,3573,31,0,0,0,0,debt_consolidation
1,0,252,11,18,667,5940,23401,36,1,3,0,1,all_other
1,0,83,10,24,702,5430,3877,24,2,0,1,0,debt_consolidation
1,0,99,11,2,797,4560,1397,3,0,0,0,0,all_other
1,0,168,11,8,667,1920,29863,83,0,0,0,1,all_other
1,0,219,11,19,682,2820,22677,86,1,1,0,0,credit_card
1,0,219,11,8,767,3870,6301,23,1,0,0,0,all_other
1,0,245,11,13,702,3480,8709,30,3,0,0,0,debt_consolidation
1,0,251,11,18,677,4320,12749,62,1,0,0,1,debt_consolidation
1,0,307,11,17,692,3912,14398,96,0,0,0,0,credit_card
1,0,93,11,6,782,3570,409,2,0,0,0,0,all_other
1,0,214,11,13,687,5100,6236,68,2,0,0,0,credit_card
1,0,242,11,3,707,1740,8453,78,3,0,0,1,debt_consolidation
1,0,132,10,3,672,3720,3060,22,0,1,0,0,educational
1,0,96,11,16,712,3480,1062,48,1,2,0,0,major_purchase
1,0,236,11,9,762,2881,4007,24,0,0,0,0,all_other
1,0,96,10,15,717,4170,1059,11,0,0,0,0,major_purchase
1,0,235,12,10,772,5910,19414,28,1,0,0,0,major_purchase
1,0,234,11,17,727,3135,2185,15,0,0,0,0,debt_consolidation
1,0,32,11,9,712,3120,9332,97,0,0,0,0,all_other
1,0,177,11,0,707,2670,0,0,2,0,0,0,all_other
1,0,243,10,10,702,10320,10444,14,1,1,0,0,all_other
1,0,235,11,5,777,7860,78935,26,7,0,0,0,all_other
1,0,129,9,10,707,1320,3987,32,1,0,0,0,credit_card
1,0,226,10,19,717,3481,9379,11,0,1,0,0,educational
1,0,81,11,2,697,4380,9743,63,1,0,0,0,all_other
1,0,94,12,2,767,3870,3119,2,2,0,0,0,credit_card
1,0,207,10,10,767,3450,7797,72,0,0,0,0,credit_card
1,0,250,11,2,672,1260,2871,8,2,3,0,0,debt_consolidation
1,0,158,12,11,727,7770,1780,26,0,0,0,0,home_improvement
1,0,192,12,9,722,13350,1390,2,1,0,0,0,home_improvement
1,0,78,10,15,687,3030,2823,33,3,1,1,0,credit_card
1,0,246,11,16,692,4470,16382,52,1,1,0,1,debt_consolidation
1,0,64,11,11,662,3060,6317,45,0,0,0,0,all_other
1,0,249,11,8,677,5250,13068,31,3,1,0,0,debt_consolidation
1,0,254,11,11,662,2610,12844,52,1,0,1,0,all_other
1,0,174,11,25,662,2435,1851,92,3,0,0,0,all_other
1,0,246,11,22,717,5190,63167,84,2,0,0,0,credit_card
1,0,246,11,21,717,5588,68356,72,2,0,0,0,credit_card
1,0,205,11,5,742,2850,9830,19,5,0,0,0,debt_consolidation
1,0,52,11,22,722,2310,1949,49,0,0,0,0,all_other
1,0,154,10,17,717,2923,7708,48,1,0,0,0,home_improvement
1,0,168,11,12,702,4620,13300,52,0,0,1,0,credit_card
1,0,243,11,21,737,2280,9754,39,0,0,0,0,credit_card
1,0,254,12,17,662,4260,89952,80,3,0,0,1,debt_consolidation
1,0,133,11,19,762,2580,0,0,2,0,0,0,credit_card
1,0,247,11,9,687,7260,1954,5,0,2,0,0,debt_consolidation
1,0,162,11,14,707,2970,9737,45,2,0,0,0,all_other
1,0,114,10,17,697,1950,4063,77,0,0,0,0,credit_card
1,0,167,11,5,667,4980,5073,50,2,0,0,0,major_purchase
1,0,164,11,12,682,5700,7945,41,2,0,0,0,home_improvement
1,0,39,10,21,697,2070,3918,73,1,0,0,0,credit_card
1,0,113,9,6,727,4111,2877,70,0,0,0,0,debt_consolidation
1,0,214,10,11,682,2460,2083,28,3,0,0,0,debt_consolidation
1,0,127,10,11,727,2041,6835,35,0,0,0,0,debt_consolidation
1,0,190,11,19,757,2370,0,0,1,0,0,0,credit_card
1,0,156,11,0,812,7950,52,0,0,0,0,0,home_improvement
1,0,149,11,11,687,2100,2927,53,2,0,0,0,credit_card
1,0,402,11,17,697,4229,20024,73,0,0,0,0,debt_consolidation
1,0,234,11,9,707,4740,3565,70,2,0,0,0,all_other
1,0,241,11,14,722,6630,41154,47,0,0,0,0,debt_consolidation
1,0,247,10,4,682,1650,8644,28,1,0,0,0,all_other
1,0,164,10,1,747,1440,139,5,0,0,0,0,all_other
1,0,142,11,8,722,5761,20237,33,2,0,0,0,debt_consolidation
1,0,202,10,5,662,1350,4378,71,0,0,0,0,all_other
1,0,249,11,6,677,8940,5450,41,0,0,0,0,all_other
1,0,128,10,5,722,3180,3621,15,0,0,0,0,credit_card
1,0,243,11,7,702,3180,12742,62,1,0,0,0,all_other
1,0,180,11,4,682,3930,3491,24,0,0,0,0,debt_consolidation
1,0,197,10,8,687,3360,7305,73,0,0,0,0,all_other
1,0,243,11,3,702,1443,3608,66,1,0,0,1,debt_consolidation
1,0,167,11,22,682,2910,489,27,1,0,0,1,all_other
1,0,210,11,1,667,2970,1315,17,2,1,0,0,all_other
1,0,245,11,14,702,5010,7957,26,1,0,0,0,credit_card
1,0,162,11,3,702,5706,899,15,0,0,1,0,credit_card
1,0,249,11,22,692,5130,30245,41,2,0,0,1,debt_consolidation
1,0,368,12,20,717,11103,52132,56,1,0,0,1,all_other
1,0,184,11,15,732,5640,30181,36,1,0,0,0,credit_card
1,0,70,11,20,667,9210,26036,90,1,1,0,1,home_improvement
1,0,175,10,2,747,1800,1220,8,1,0,0,0,major_purchase
1,0,192,11,16,697,4920,3382,36,0,0,0,0,debt_consolidation
1,0,53,11,18,677,5370,926,4,3,1,0,0,educational
1,0,251,11,6,667,1500,8944,57,1,0,0,0,debt_consolidation
1,0,126,10,15,762,2460,1152,16,0,0,0,0,all_other
1,0,31,10,0,807,7140,102,0,1,0,0,0,all_other
1,0,248,11,18,687,2850,6550,48,2,0,0,0,all_other
1,0,235,11,4,812,7950,52,0,0,0,0,0,home_improvement
1,0,250,12,3,672,3540,56481,62,0,0,1,0,home_improvement
1,0,246,12,8,687,4950,34753,95,0,0,0,0,debt_consolidation
1,0,64,11,17,712,3480,29889,37,1,0,0,0,all_other
1,0,236,11,4,747,3390,11585,27,1,0,0,0,educational
1,0,191,12,8,757,10470,8681,23,0,0,0,0,educational
1,0,66,11,10,667,3840,16746,69,1,0,0,0,all_other
1,0,100,11,2,672,2610,1487,45,0,0,0,1,major_purchase
1,0,201,10,20,672,1800,3211,78,2,0,0,1,debt_consolidation
1,0,220,11,4,742,2010,1098,7,0,0,0,0,all_other
1,0,230,10,6,682,5250,2745,40,0,0,0,0,major_purchase
1,0,134,12,11,662,4080,4736,17,2,1,0,0,debt_consolidation
1,0,236,10,2,757,2520,1304,10,0,0,0,0,home_improvement
1,0,252,11,21,682,3330,20716,82,2,2,0,0,debt_consolidation
1,0,50,12,7,662,5220,8545,31,2,0,0,0,all_other
1,0,504,11,22,702,3303,5170,9,2,0,0,0,debt_consolidation
1,0,183,10,21,687,1410,4029,24,1,0,0,0,credit_card
1,0,240,11,2,722,7560,2258,11,2,0,1,1,educational
1,0,233,11,24,687,3750,8547,55,1,1,0,0,educational
1,0,241,10,7,717,1680,7313,30,0,0,0,1,debt_consolidation
1,0,237,10,6,747,5850,5541,26,2,0,0,0,debt_consolidation
1,0,49,10,13,697,4230,19,0,1,0,0,1,debt_consolidation
1,0,254,10,13,667,1290,9142,82,1,0,0,0,debt_consolidation
1,0,164,11,17,687,4500,5584,81,2,0,1,0,educational
1,0,233,11,18,722,2370,12391,67,1,0,0,0,credit_card
1,0,96,11,5,722,2460,5275,48,0,0,0,0,debt_consolidation
1,0,97,10,7,697,2340,8349,44,0,0,0,1,educational
1,0,254,10,17,667,2820,4013,67,0,0,0,1,debt_consolidation
1,0,157,10,10,742,4307,20337,39,3,0,0,0,home_improvement
1,0,136,11,4,677,2460,7102,19,0,0,0,0,debt_consolidation
1,0,65,10,8,692,1560,1599,10,2,1,0,0,all_other
1,0,175,12,7,677,2760,19328,96,2,0,0,0,all_other
1,0,147,11,21,707,4350,25469,98,1,0,0,0,credit_card
1,0,246,11,21,717,4620,36605,91,0,0,0,0,credit_card
1,0,193,11,12,712,3150,6432,99,2,0,0,1,credit_card
1,0,222,12,24,687,4950,68479,49,0,3,0,0,credit_card
1,0,177,11,1,717,1233,38,1,0,1,0,0,all_other
1,0,94,11,0,737,1230,500,2,2,0,0,0,all_other
1,0,219,11,7,752,2163,0,0,3,0,0,0,all_other
1,0,236,11,2,762,3180,4880,38,0,0,0,0,all_other
1,0,154,10,0,772,6810,1238,7,0,1,0,0,all_other
1,0,247,10,11,682,2715,1238,48,0,2,0,0,debt_consolidation
1,0,194,11,11,707,6630,27591,55,0,0,1,0,debt_consolidation
1,0,244,11,24,667,5250,9371,50,1,3,0,0,credit_card
1,0,159,11,8,672,5730,11689,89,0,0,0,0,debt_consolidation
1,0,250,11,25,727,3450,6083,56,1,0,0,0,debt_consolidation
1,0,50,10,22,682,1530,8172,34,1,0,0,0,all_other
1,0,71,11,11,702,2520,1051,58,1,0,0,0,all_other
1,0,186,10,3,677,1740,4885,35,2,0,0,0,major_purchase
1,0,219,11,6,752,7805,21135,20,0,0,0,0,credit_card
1,0,100,11,21,682,3900,12074,51,0,0,0,0,all_other
1,0,247,12,10,687,4980,34842,96,0,0,0,0,credit_card
1,0,164,11,14,687,8190,16389,58,3,0,1,1,home_improvement
1,0,134,10,19,677,7590,9961,95,1,0,0,0,all_other
1,0,33,11,18,677,4650,22557,98,0,0,0,0,all_other
1,0,216,10,22,707,2280,7552,98,1,0,0,0,debt_consolidation
1,0,219,10,10,757,5130,0,0,6,0,0,1,major_purchase
1,0,225,11,12,682,4650,6170,54,1,0,0,0,debt_consolidation
1,0,256,11,18,667,2280,16860,64,1,0,0,0,debt_consolidation
1,0,248,10,14,692,4380,2131,45,1,0,0,0,all_other
1,0,168,10,23,702,2490,19096,70,2,0,0,0,all_other
1,0,262,11,12,697,2550,5329,29,2,1,0,0,credit_card
1,0,206,10,9,732,1620,4386,14,0,0,0,0,major_purchase
1,0,48,11,16,717,4620,1645,30,1,0,0,0,debt_consolidation
1,0,241,11,14,727,4788,49150,42,3,0,0,1,debt_consolidation
1,0,182,11,4,697,4141,0,22,0,0,1,0,major_purchase
1,0,237,11,19,787,6450,8671,14,1,0,0,1,all_other
1,0,407,11,15,667,9030,2569,99,0,0,0,1,debt_consolidation
1,0,96,11,3,707,12150,8832,77,1,0,0,0,home_improvement
1,0,72,11,12,762,5400,550,2,3,0,0,0,all_other
1,0,83,11,15,677,4350,10710,55,0,0,0,0,all_other
1,0,249,12,10,732,5580,14068,53,1,0,0,0,debt_consolidation
1,0,196,10,2,697,3360,2898,43,0,0,0,0,all_other
1,0,92,11,22,682,5400,18392,88,2,0,0,0,all_other
1,0,66,11,16,672,2340,874,22,3,0,0,0,all_other
1,0,504,11,18,677,11130,12836,31,0,2,0,0,all_other
1,0,377,11,23,712,4650,8939,74,0,0,0,1,major_purchase
1,0,38,11,5,737,2490,1312,9,2,0,0,0,all_other
1,0,329,11,15,722,4920,14173,79,0,0,0,0,debt_consolidation
1,0,326,11,16,727,5670,1417,8,1,0,0,1,all_other
1,0,196,11,12,697,3620,21196,46,3,0,0,0,debt_consolidation
1,0,298,11,25,662,4560,8155,78,3,0,0,0,all_other
1,0,473,11,1,712,3240,1661,16,2,0,1,1,all_other
1,0,252,11,11,667,2820,6413,81,1,0,0,0,credit_card
1,0,182,11,5,712,6858,15132,34,0,0,0,0,major_purchase
1,0,216,11,16,662,4866,24568,74,0,0,0,0,credit_card
1,0,34,11,12,707,4560,8670,97,1,0,0,0,all_other
1,0,148,12,19,677,6060,27587,75,1,1,0,0,debt_consolidation
1,0,177,12,3,662,8370,13793,58,0,2,0,0,home_improvement
1,0,177,11,15,707,2550,7366,43,2,0,0,0,debt_consolidation
1,0,139,10,4,742,1830,5680,27,0,0,0,0,all_other
1,0,94,11,8,737,8100,5688,69,0,0,0,0,credit_card
1,0,247,11,13,677,4530,10832,56,3,0,1,0,debt_consolidation
1,0,67,10,3,667,7380,3574,61,3,0,0,0,home_improvement
1,0,39,10,23,702,3872,7438,32,1,0,0,0,debt_consolidation
1,0,110,11,2,702,3180,3321,51,2,0,0,0,debt_consolidation
1,0,162,12,11,682,4470,15478,96,0,0,0,0,credit_card
1,0,221,10,12,662,1350,117,5,3,0,0,0,all_other
1,0,187,12,5,782,4807,12760,11,0,0,0,0,home_improvement
1,0,109,11,24,697,5310,37864,98,0,1,0,0,debt_consolidation
1,0,197,11,5,682,4680,12247,67,1,0,0,0,debt_consolidation
1,0,187,11,11,672,5700,7465,75,0,0,1,0,debt_consolidation
1,0,134,11,16,762,5850,16225,56,0,0,0,0,credit_card
1,0,116,10,19,687,2280,10029,85,1,0,0,0,debt_consolidation
1,0,75,10,8,687,3630,1857,34,0,0,0,0,all_other
1,0,39,10,7,712,1890,1905,27,1,0,0,0,all_other
1,0,175,10,20,722,3900,2548,28,1,0,0,0,major_purchase
1,0,260,11,19,662,5700,27087,97,2,0,0,0,debt_consolidation
1,0,188,12,12,692,3090,64451,92,2,0,0,0,credit_card
1,0,213,11,19,677,6330,7595,87,0,0,0,0,major_purchase
1,0,237,12,12,677,2850,29735,67,1,0,0,0,credit_card
1,0,174,10,8,662,1500,5538,96,1,0,0,0,debt_consolidation
1,0,165,12,11,687,5370,63353,77,1,0,0,0,all_other
1,0,237,11,19,707,3540,3280,29,1,0,0,0,home_improvement
1,0,58,11,13,752,5400,835,2,5,0,0,0,all_other
1,0,216,11,5,717,6300,4225,29,3,0,1,1,all_other
1,0,79,10,7,722,6270,5134,14,1,2,0,0,all_other
1,0,238,11,23,702,12450,18265,47,0,2,0,0,debt_consolidation
1,0,166,11,24,742,5207,9347,14,8,0,0,0,credit_card
1,0,227,11,9,722,2790,22595,62,1,0,0,0,credit_card
1,0,66,11,13,687,3210,6353,46,0,0,0,0,all_other
1,0,138,11,13,692,4320,2188,28,3,0,0,0,all_other
1,0,73,10,12,717,6120,3623,91,0,1,0,1,credit_card
1,0,122,11,17,732,4320,886,25,3,0,0,0,all_other
1,0,206,11,9,682,4291,6288,22,3,0,1,1,home_improvement
1,0,108,10,15,672,7140,3318,35,1,1,0,0,all_other
1,0,169,11,15,667,2610,7708,48,1,0,0,0,credit_card
1,0,135,11,18,757,4140,4169,18,0,0,0,0,major_purchase
1,0,50,10,8,742,1860,4158,20,0,0,0,0,all_other
1,0,88,11,20,677,4560,10679,55,1,0,1,0,debt_consolidation
1,0,169,11,18,687,4620,22906,76,0,0,0,0,credit_card
1,0,168,10,24,682,3570,2379,68,1,0,1,0,debt_consolidation
1,0,265,11,11,667,5250,0,86,0,0,0,1,credit_card
1,0,44,11,21,757,7830,14813,37,0,0,0,0,all_other
1,0,202,11,14,682,4534,16979,41,0,1,0,1,debt_consolidation
1,0,76,10,15,747,1680,2420,6,0,0,0,0,all_other
1,0,259,10,20,662,3240,1244,44,2,0,0,0,major_purchase
1,0,181,10,14,752,2670,5063,41,6,0,0,0,all_other
1,0,106,11,26,672,5430,19487,89,2,0,0,0,educational
1,0,186,11,12,697,8220,7350,37,0,0,0,0,debt_consolidation
1,0,216,11,21,707,5670,16881,51,0,0,0,0,educational
1,0,193,11,15,677,3240,7440,90,0,0,0,0,credit_card
1,0,50,10,13,662,4620,10363,71,2,0,1,0,educational
1,0,114,11,10,687,6240,22796,52,1,0,0,1,all_other
1,0,110,10,1,722,1440,767,4,3,0,0,0,all_other
1,0,186,11,19,712,2250,25925,66,0,0,0,0,debt_consolidation
1,0,109,10,6,712,1650,598,3,1,0,0,0,all_other
1,0,146,10,18,677,2550,7474,36,2,1,0,0,major_purchase
1,0,175,11,14,777,4560,5578,9,2,0,0,0,debt_consolidation
1,0,80,11,22,677,5580,12785,77,2,0,0,0,all_other
1,0,47,11,3,732,2790,3421,22,1,0,0,0,debt_consolidation
1,0,166,11,5,722,6390,5424,99,0,0,0,0,all_other
1,0,135,10,29,672,5340,536,9,2,0,0,0,debt_consolidation
1,0,116,12,2,677,1770,23806,61,1,0,0,0,educational
1,0,110,11,14,722,4470,23280,92,3,0,0,0,debt_consolidation
1,0,160,11,6,752,4650,10399,31,1,0,0,0,debt_consolidation
1,0,264,11,22,697,7577,73150,73,0,0,0,1,debt_consolidation
1,0,195,12,20,707,6120,57152,79,0,0,0,0,credit_card
1,0,69,10,1,722,3330,2400,36,0,0,0,0,debt_consolidation
1,0,244,11,9,667,6540,33102,99,2,0,1,1,credit_card
1,0,97,11,9,787,5045,15715,22,1,0,0,0,major_purchase
1,0,219,11,17,697,2208,21659,50,1,0,0,1,credit_card
1,0,181,11,0,772,7530,0,0,6,0,0,0,debt_consolidation
1,0,142,11,13,752,6300,12183,45,0,0,0,0,debt_consolidation
1,0,175,11,4,752,3420,26040,49,3,0,0,0,all_other
1,0,140,11,5,682,3210,2801,64,0,0,0,1,all_other
1,0,168,11,15,687,4770,17550,39,2,0,0,1,debt_consolidation
1,0,158,11,20,707,5820,11781,59,2,0,0,0,debt_consolidation
1,0,135,11,17,752,7500,68895,42,2,0,0,0,credit_card
1,0,31,11,1,782,12407,2440,9,0,0,0,0,all_other
1,0,227,11,21,702,6630,31518,93,0,0,0,0,credit_card
1,0,566,11,8,742,6378,15146,27,1,0,0,0,all_other
1,0,185,12,4,782,4372,8247,11,2,0,0,0,credit_card
1,0,139,10,17,687,4500,10655,69,1,0,0,0,all_other
1,0,237,11,20,672,3690,9344,79,1,0,0,0,credit_card
1,0,65,10,9,697,1860,8935,28,1,0,0,0,all_other
1,0,111,10,2,742,2345,1087,11,1,0,0,0,all_other
1,0,147,11,6,697,8820,17558,62,1,0,1,0,debt_consolidation
1,0,157,11,10,717,3120,11579,37,2,0,0,0,all_other
1,0,95,11,5,687,5220,5260,92,0,0,1,0,credit_card
1,0,192,10,25,682,3240,86,1,0,0,0,0,credit_card
1,0,237,12,7,742,4380,15611,21,2,0,0,0,home_improvement
1,0,110,11,19,782,13260,2967,5,0,0,0,0,educational
1,0,156,11,1,722,1260,10318,31,1,0,0,0,debt_consolidation
1,0,160,11,2,727,4530,2733,15,1,0,0,0,home_improvement
1,0,173,11,5,712,5700,13673,58,0,0,0,1,all_other
1,0,82,11,1,662,1890,3171,77,0,0,0,0,all_other
1,0,81,11,13,682,7500,44198,52,0,0,0,0,credit_card
1,0,254,12,10,662,7710,15030,52,1,0,0,1,credit_card
1,0,201,10,10,692,1770,5129,35,1,0,0,0,debt_consolidation
1,0,185,10,17,672,1950,12596,46,0,0,0,0,credit_card
1,0,248,12,12,687,2910,25588,58,1,0,0,0,credit_card
1,0,66,11,4,757,7530,14538,32,1,0,0,0,all_other
1,0,33,10,16,697,4321,199,2,1,0,0,1,all_other
1,0,92,11,14,667,2520,3109,43,2,0,0,0,credit_card
1,0,219,11,7,667,6168,20227,41,3,1,0,1,all_other
1,0,157,11,11,757,3180,4496,10,3,0,0,0,debt_consolidation
1,0,125,11,11,792,4590,2775,14,3,0,0,0,all_other
1,0,242,11,15,727,4980,2801,7,0,1,0,0,all_other
1,0,130,10,10,702,3840,6796,32,0,0,0,0,debt_consolidation
1,0,245,11,7,697,3600,27491,56,3,0,0,0,debt_consolidation
1,0,103,10,9,662,1470,5062,86,0,0,0,0,credit_card
1,0,60,11,11,667,3180,1030,5,0,3,0,0,major_purchase
1,0,137,11,11,707,7350,5014,18,0,2,0,0,credit_card
1,0,99,10,4,707,3879,2731,98,0,0,0,0,credit_card
1,0,156,11,22,712,4651,3266,50,0,0,0,0,debt_consolidation
1,0,147,11,14,712,3931,1818,30,2,0,0,0,educational
1,0,99,10,1,717,1142,843,30,0,0,0,0,all_other
1,0,244,11,16,727,3574,26784,64,1,0,0,0,debt_consolidation
1,0,163,11,22,742,3605,17194,55,1,0,0,1,debt_consolidation
1,0,172,12,20,747,5585,8855,31,7,0,0,0,all_other
1,0,244,12,10,722,4686,39979,50,0,0,0,0,debt_consolidation
1,0,246,11,24,667,5376,590,84,0,0,0,0,all_other
1,0,239,11,5,752,7627,8575,25,1,0,0,0,all_other
1,0,243,11,12,732,4687,42703,40,3,0,0,1,home_improvement
1,0,210,10,2,742,2680,4889,11,1,0,0,1,all_other
1,0,245,11,21,747,5641,120338,48,0,0,0,0,credit_card
1,0,191,11,5,752,4384,86,0,1,0,0,0,all_other
1,0,47,11,12,722,3800,26571,34,0,0,0,0,home_improvement
1,0,97,11,0,802,3217,37,0,0,0,0,0,major_purchase
1,0,252,11,11,677,6008,12336,46,0,1,0,0,debt_consolidation
1,0,157,11,6,697,4710,10537,41,2,0,0,0,credit_card
1,0,339,11,2,687,3510,3153,30,1,0,0,0,all_other
1,0,229,11,9,742,9420,3392,9,1,0,0,0,major_purchase
1,0,412,11,14,707,6090,41893,62,0,0,0,0,small_business
1,0,245,11,1,672,1410,255,15,2,0,0,0,small_business
1,0,253,11,18,682,5778,19099,89,1,0,0,0,debt_consolidation
1,0,336,11,6,737,2460,1932,11,2,0,0,1,small_business
1,0,381,11,15,707,5040,10197,76,0,0,0,0,debt_consolidation
1,0,182,11,22,707,5220,9282,15,1,0,1,0,debt_consolidation
1,0,298,11,4,787,14160,7171,11,2,0,0,1,educational
1,0,384,12,10,767,13620,1579,7,0,0,0,0,small_business
1,0,866,12,11,682,1800,33256,74,0,0,0,0,all_other
1,0,299,11,4,692,1680,9735,72,1,0,0,0,debt_consolidation
1,0,360,11,13,757,3600,12341,31,0,0,0,0,credit_card
1,0,198,10,14,692,2070,14154,86,0,0,0,1,credit_card
1,0,125,10,6,777,6095,4988,15,0,0,0,0,debt_consolidation
1,0,862,12,9,682,5370,9925,45,1,2,0,1,credit_card
1,0,173,11,19,732,6000,36976,53,2,0,0,0,credit_card
1,0,248,10,18,692,6270,6349,45,1,1,0,0,home_improvement
1,0,599,11,19,702,5220,22897,64,1,0,1,1,credit_card
1,0,536,12,11,692,5970,35114,53,0,0,0,0,all_other
1,0,236,12,11,662,6840,31081,28,1,1,0,0,debt_consolidation
1,0,179,11,11,682,3780,6770,21,3,0,0,0,credit_card
1,0,159,11,5,737,3090,6528,14,1,0,0,0,all_other
1,0,32,10,3,717,1929,11738,30,1,0,0,0,small_business
1,0,820,12,6,732,6120,31752,53,2,0,0,0,home_improvement
1,0,384,11,9,697,1170,6201,67,1,0,0,0,all_other
1,0,257,11,11,772,6420,23891,19,0,0,0,0,credit_card
1,0,265,11,9,687,3630,15217,58,0,0,0,0,credit_card
1,0,260,11,11,787,3930,2193,7,0,0,0,0,small_business
1,0,166,11,22,692,8160,0,0,3,0,1,1,credit_card
1,0,216,10,12,667,2550,14320,68,1,0,0,0,debt_consolidation
1,0,31,11,17,767,6420,28938,23,0,0,0,0,all_other
1,0,518,11,9,692,5250,17297,78,1,0,1,0,debt_consolidation
1,0,216,11,18,712,3900,5595,15,0,0,1,0,credit_card
1,0,334,11,22,682,8670,12792,51,2,2,0,0,debt_consolidation
1,0,234,12,8,677,9270,6410,41,0,0,0,0,credit_card
1,0,109,11,8,762,7831,1369,6,0,1,0,0,home_improvement
1,0,816,11,18,697,3330,34565,89,1,0,0,0,debt_consolidation
1,0,162,11,8,732,3070,2535,51,3,0,0,0,all_other
1,0,490,11,16,732,5850,35692,40,3,0,0,0,debt_consolidation
1,0,215,11,2,732,4410,4541,97,2,0,0,1,home_improvement
1,0,200,11,18,707,6510,1966,94,1,0,0,1,all_other
1,0,202,10,25,672,1830,3139,51,1,1,0,0,debt_consolidation
1,0,313,11,6,777,4923,19998,18,1,0,0,0,all_other
1,0,82,11,12,692,5190,257,6,1,3,0,0,all_other
1,0,203,11,16,662,3540,1995,31,1,0,0,0,all_other
1,0,490,12,13,672,4200,14827,44,3,0,0,1,debt_consolidation
1,0,178,11,6,787,4590,1442,14,0,0,0,0,all_other
1,0,596,11,17,707,3900,29046,42,0,0,0,0,debt_consolidation
1,0,275,11,9,727,2910,6725,44,1,0,0,0,debt_consolidation
1,0,501,13,6,692,2430,36073,73,2,0,0,1,small_business
1,0,325,11,23,717,6660,15655,44,3,0,0,0,debt_consolidation
1,0,330,10,19,702,2070,5680,25,0,0,1,0,debt_consolidation
1,0,198,12,4,722,3210,58753,94,0,0,0,0,all_other
1,0,330,11,22,722,5250,21462,41,1,0,0,0,small_business
1,0,330,11,13,687,2190,26845,80,0,0,0,0,major_purchase
1,0,517,12,12,667,4650,13706,46,1,1,0,1,small_business
1,0,192,11,11,742,2760,1774,13,1,0,0,0,credit_card
1,0,699,11,12,672,4830,13335,40,1,1,0,0,small_business
1,0,163,10,2,767,3848,1411,35,1,0,0,0,debt_consolidation
1,0,392,11,18,717,2520,16100,39,1,0,0,0,debt_consolidation
1,0,328,11,22,722,2640,9042,16,2,0,0,0,home_improvement
